,Tokens
587,"['gatwick', 'tirana', 'incredibly', 'disappointed', 'service', 'provided', 'flight', 'virtually', 'impossible', 'differentiate', 'made', 'flight', 'different', 'economy', 'business', 'class', 'passengers', 'boarded', 'time', 'economy', 'class', 'passengers', 'curtain', 'dividing', 'economy', 'class', 'business', 'class', 'people', 'economy', 'class', 'taken', 'liberty', 'removing', 'cabin', 'bag', 'space', 'seat', 'three', 'seats', 'behind', 'seats', 'seats', 'economy', 'difference', 'middle', 'seat', 'empty', 'thus', 'creating', 'divide', 'window', 'aisle', 'seats', 'encountered', 'odd', 'problems', 'meal', 'well', 'lovely', 'cabin', 'crew', 'member', 'notified', 'choice', 'eat', 'pasta', 'dinner', 'choices', 'finished', 'better', 'economy', 'pay', 'less', 'get', 'service', 'flight', 'left', 'time', 'landed', 'early', 'british', 'airways', 'opinion', 'best', 'inflight', 'wfi', 'service', 'pounds', 'get', 'unlimited', 'high', 'speed', 'wifi', 'stream', 'youtube', 'videos', 'offer', 'cheaper', 'packages', 'well', 'get', 'unlimited', 'texts']"
588,"['verified', 'keflavik', 'london', 'heathrow', 'cabin', 'crew', 'amazing', 'weather', 'terrifying', 'drove', 'airport', 'knew', 'things', 'going', 'tough', 'expecting', 'delay', 'seeing', 'european', 'flights', 'cancelled', 'expected', 'surprised', 'see', 'flight', 'boarding', 'snow', 'blizzard', 'conditions', 'surprised', 'got', 'settled', 'seats', 'crew', 'friendly', 'long', 'story', 'short', 'hours', 'ground', 'waiting', 'diicing', 'machine', 'finally', 'made', 'way', 'take', 'staff', 'relaxed', 'calm', 'passengers', 'including', 'connecting', 'flights', 'sat', 'one', 'personally', 'looked', 'options', 'ba', 'online', 'app', 'help', 'nonalcoholic', 'drinks', 'snacks', 'provided', 'time', 'first', 'officer', 'kept', 'us', 'informed', 'time', 'ba', 'fault', 'deicing', 'machine', 'delayed', 'much', 'eventually', 'procedures', 'done', 'ready', 'takeoff', 'pilot', 'team', 'managed', 'conditions', 'never', 'smooth', 'take', 'clouds', 'smooth', 'journey', 'way', 'back', 'heathrow', 'cabin', 'crew', 'provided', 'excellent', 'service', 'business', 'lucky', 'champagne', 'meals', 'excellent', 'veg', 'shepherds', 'pie', 'chicken', 'curry', 'lovely', 'want', 'thank', 'ba', 'know', 'get', 'lot', 'negative', 'reviews', 'say', 'cant', 'fault', 'particularly', 'crew', 'made', 'real', 'effort', 'talk', 'us', 'well', 'done']"
589,"['verified', 'fly', 'economy', 'you', '’', 'll', 'paying', 'awful', 'service', 'london', 'vancouver', 'route', 'uses', 'old', 'planes', 'oldest', 'inflight', 'entertainment', 'systems', 'food', 'inedible']"
590,"['partner', 'spent', 'christmas', 'tokyo', 'flight', 'enjoyable', 'staff', 'polite', 'helpful', 'ran', 'smoothly', 'experience', 'back', 'home', 'completely', 'different', 'staff', 'incredibly', 'rude', 'lazy', 'flight', 'hours', 'mid', 'flight', 'partner', 'asked', 'bottle', 'water', 'lady', 'rudely', 'said', 'going', 'way', 'partner', 'could', 'head', 'back', 'help', 'partner', 'headed', 'back', 'two', 'ladies', 'sitting', 'requested', 'pointed', 'shelf', 'partner', 'got', 'water', 'tvs', 'stopped', 'working', 'mid', 'flight', 'also', 'period', 'minutes', 'asked', 'staff', 'could', 'fix', 'problem', 'lady', 'said', 'would', 'try', 'sighing', 'year', 'olds', 'deciding', 'airline', 'brands', 'remain', 'loyal', 'tell', 'british', 'airways', 'terrible', 'customer', 'service']"
591,"['london', 'hong', 'kong', 'entrance', 'ba', 'business', 'lounge', 'sign', 'saying', 'silver', 'gold', 'members', 'membership', 'dropped', 'bronze', 'wifes', 'remained', 'silver', 'reception', 'desk', 'asked', 'bronze', 'wasnt', 'allowed', 'told', 'could', 'enter', 'guest', 'wifes', 'got', 'entrance', 'showed', 'boarding', 'passes', 'assume', 'lady', 'must', 'overheard', 'previous', 'conversation', 'wife', 'asked', 'bringing', 'guest', 'warm', 'greeting', 'jobs', 'worth', 'high', 'handed', 'attitude', 'neither', 'ba', 'reps', 'bothered', 'check', 'boarding', 'pass', 'properly', 'done', 'would', 'seen', 'business', 'class', 'ticket', 'right', 'enter', 'steam', 'anyway', 'fortunately', 'cabin', 'staff', 'friendly', 'much', 'nicer']"
592,"['verified', 'los', 'angeles', 'london', 'heathrow', 'could', 'give', 'ba', 'zero', 'stars', 'would', 'worst', 'customer', 'service', 'i', '’', 've', 'flown', 'many', 'airlines', 'around', 'world', 'family', 'surely', 'never', 'fly', 'british', 'airways', 'gave', 'seats', 'away', 'return', 'flight', 'would', 'address', 'purchasing', 'expensive', 'business', 'class', 'tickets', 'months', 'advance', 'ensure', 'family', 'flew', 'hour', 'flight', 'together', 'flight', 'london', 'didn', '’', 't', 'best', 'service', 'toilets', 'service', 'beds', 'business', 'class', 'uncomfortable', 'business', 'class', 'i', '’', 've', 'flown', 'checkin', 'process', 'heathrow', 'disastrous', 'inefficient', 'process', 'human', 'assistances', 'limited', 'ones', 'available', 'slammed', 'line', 'customers', 'would', 'highly', 'suggest', 'refrain', 'using', 'carrier', 'wish', 'would', 'done', 'bit', 'research', 'prior', 'flying']"
593,"['istanbul', 'london', 'wait', 'ages', 'check', 'flight', 'advised', 'turn', 'hrs', 'departure', 'time', 'check', 'wait', 'minutes', 'check', 'staff', 'turned', 'staff', 'surly', 'rude', 'flight', 'ife', 'free', 'drink', 'snack', 'map', 'track', 'flight', 'onboard', 'crew', 'bit', 'chaotic', 'serving', 'ms', 'food', 'purchase', 'flight', 'delayed', 'much', 'relatively', 'smooth', 'however', 'ba', 'product', 'tired', 'slightly', 'pathetic']"
594,"['london', 'bucharest', 'flight', 'hot', 'food', 'finished', 'half', 'way', 'seated', 'row', 'time', 'food', 'cart', 'reached', 'row', 'sandwiches', 'left', 'purchase', 'fitting', 'cabin', 'horrendous', 'seat', 'change', 'one', 'row', 'h', 'take', 'cost', 'additional', 'gbp']"
595,"['london', 'heathrow', 'rio', 'de', 'janeiro', 'usual', 'aircraft', 'route', 'one', 'favourites', 'aircraft', 'today', 'first', 'class', 'flown', 'empty', 'usually', 'offers', 'club', 'world', 'flight', 'full', 'seated', 'f', 'aisle', 'seat', 'one', 'middle', 'seat', 'pleasant', 'away', 'toilet', 'ab', 'next', 'galley', 'area', 'great', 'day', 'flight', 'food', 'preordered', 'good', 'usual', 'plenty', 'drinks', 'offered', 'crew', 'keen', 'assist', 'nothing', 'trouble', 'watch', 'films', 'already', 'previous', 'ba', 'long', 'haul', 'really', 'looking', 'much', 'rest', 'long', 'day', 'getting', 'cold', 'arrived', 'late', 'due', 'technical', 'problem', 'heathrow', 'managed', 'fix', 'problem', 'taxiway', 'runway', 'hour', 'must', 'say', 'didnt', 'really', 'need', 'told', 'trying', 'fix', 'problem', 'rather', 'return', 'departure', 'gate', 'another', 'good', 'flight']"
596,"['london', 'athens', 'aircraft', 'flight', 'quality', 'good', 'dont', 'provide', 'free', 'food', 'drink', 'unacceptable', 'sufficient', 'supply', 'goods', 'selling', 'ended', 'quickly']"
597,"['copenhagen', 'london', 'super', 'slow', 'wait', 'buses', 'delayed', 'also', 'packed', 'buses', 'tight', 'people', 'far', 'arrival', 'terminals', 'service', 'bad', 'staff', 'coming', 'terminal', 'worst', 'terminal', 'heathrow', 'food', 'beverage', 'board', 'terrible', 'price', 'price', 'airline', 'ticket', 'whole', 'experience', 'way', 'expected', 'service', 'time', 'staff']"
598,"['budapest', 'billund', 'return', 'via', 'london', 'dec', 'a', 'aircrafts', 'checkin', 'budapest', 'narrow', 'timeslot', 'hours', 'departure', 'long', 'queues', 'recognised', 'oneworld', 'elite', 'flyer', 'hold', 'gold', 'card', 'qatar', 'airways', 'checkin', 'struggle', 'get', 'bags', 'accepted', 'inscribed', 'luggage', 'denied', 'lounge', 'access', 'qr', 'honour', 'rd', 'party', 'lounges', 'unless', 'flying', 'qr', 'oneworld', 'lounge', 'budapest', 'ba', 'uses', 'menzies', 'lounge', 'would', 'accept', 'unless', 'entitled', 'oneworld', 'card', 'different', 'qatar', 'airways', 'ba', 'status', 'london', 'granted', 'access', 'oneworld', 'lounge', 'onboard', 'food', 'drinks', 'hefty', 'price', 'tags', 'water', 'free', 'flights', 'full', 'time', 'found', 'onboard', 'charity', 'collection', 'fas', 'inappropriate', 'intrusive', 'luggage', 'delivered', 'perfectly', 'return', 'trips', 'legs', 'full', 'flights', 'departed', 'slightly', 'early', 'granted', 'lounge', 'access', 'billund', 'decent', 'king', 'amlet', 'ba', 'galleries', 'first', 't', 'london', 'loads', 'good', 'hot', 'foods', 'good', 'beers', 'wines', 'onboard', 'ife', 'seat', 'recline', 'mediocre', 'cheap', 'ffp', 'among', 'best', 'oneworld', 'gold', 'status', 'ba', 'rewarding']"
599,"['verified', 'recently', 'flew', 'cape', 'town', 'south', 'africa', 'via', 'london', 'brussels', 'anniversary', 'treated', 'glass', 'bubbly', 'take', 'staff', 'friendly', 'can', 'not', 'even', 'complain', 'food', 'served', 'board', 'might', 'add', 'seldom', 'enjoy', 'food', 'served', 'flights']"
600,"['verified', 'sydney', 'toulouse', 'via', 'singapore', 'london', 'boeing', 'ife', 'ancient', 'comfort', 'service', 'superb', 'highlight', 'tlslhr', 'sector', '£', 'celebratory', 'treat', 'mince', 'pie', 'christmas', 'cake', 'brandy', 'butter', 'combined', 'gt', 'hit', 'spot', 'could', 'argue', 'free', 'i', '’', 'm', 'complaining', 'miss', 'ba', 'quality', 'service', 'compared', 'airlines', 'you', '’', 're', 'still', 'pretty', 'good']"
601,"['sofia', 'london', 'good', 'overall', 'experience', 'departure', 'experience', 'let', 'poor', 'airport', 'lounge', 'sofia', 'complete', 'failure', 'honour', 'priority', 'boarding', 'flight', 'experience', 'generally', 'good', 'arrival', 'experience', 'heathrow', 'good', 'efficient']"
602,"['husband', 'wonderful', 'flight', 'barbados', 'cabin', 'crew', 'friendly', 'nothing', 'much', 'trouble', 'josey', 'team', 'made', 'journey', 'amazing', 'flown', 'virgin', 'many', 'years', 'say', 'it', '’', 's', 'night', 'day', 'tank', 'staff', 'amazing', 'british', 'airways', 'future', 'many', 'thanks']"
603,"['london', 'munich', 'ba', 'december', 'delayed', 'mins', 'dated', 'clean', 'a', 'boarding', 'process', 'slow', 'asking', 'passengers', 'check', 'hand', 'luggage', 'turns', 'plane', 'half', 'empty', 'complementary', 'drinks', 'snacks', 'served', 'flight', 'buy', 'onboard', 'economy', 'never']"
604,"['hong', 'kong', 'london', 'booked', 'return', 'ticket', 'sister', 'though', 'ba', 'provided', 'travel', 'document', 'details', 'required', 'however', 'got', 'airport', 'found', 'sisters', 'middle', 'name', 'ticket', 'therefore', 'didnt', 'match', 'passport', 'name', 'refused', 'let', 'fly', 'much', 'hassle', 'sister', 'getting', 'temporary', 'visa', 'enable', 'fly', 'however', 'landing', 'london', 'acknowledged', 'may', 'problem', 'flying', 'back', 'taiwan', 'igot', 'contact', 'bas', 'executive', 'phone', 'helpline', 'service', 'yet', 'spending', 'day', 'speaking', 'caused', 'speak', 'numerous', 'different', 'people', 'telling', 'different', 'things', 'still', 'resolved', 'issue', 'ticket', 'middle', 'name', 'ba', 'refusing', 'alter', 'ticket', 'information', 'add', 'sisters', 'middle', 'name', 'onto', 'ticket', 'helpful', 'phone', 'asked', 'add', 'middle', 'name', 'interested', 'try', 'solve', 'issue', 'hand', 'insistent', 'speaking', 'sister', 'taiwan', 'told', 'unable', 'speak', 'english', 'translate', 'question', 'allow', 'put', 'phone', 'however', 'spoke', 'english']"
605,"['husband', 'used', 'british', 'airways', 'fly', 'london', 'paris', 'past', 'august', 'arrived', 'airport', 'needed', 'pay', 'bags', 'charged', 'times', 'one', 'bag', 'assured', 'charges', 'didnt', 'go', 'trying', 'get', 'refund', 'ba', 'since', 'give', 'phone', 'number', 'call', 'claims', 'never', 'answer', 'phone', 'claim', 'online', 'never', 'respond', 'emails', 'sent', 'bank', 'statements', 'credit', 'card', 'statement', 'showing', 'charged', 'times', 'one', 'bag', 'months', 'later', 'finally', 'respond', 'claim', 'claiming', 'two', 'bags', 'despite', 'fact', 'sent', 'documentation', 'showing', 'charges', 'confirmed', 'bank', 'credit', 'card', 'charges', 'gone', 'saw', 'two', 'charges', 'since', 'two', 'bags', 'didnt', 'owe', 'money', 'force', 'communicate', 'via', 'email', 'dont', 'respond', 'owe', 'usd', 'refuse', 'give', 'money', 'point']"
606,"['new', 'york', 'london', 'last', 'flight', 'pm', 'clearly', 'cheaper', 'version', 'respects', 'boeing', 'certainly', 'showed', 'age', 'ife', 'screen', 'tiny', 'seat', 'well', 'used', 'flight', 'time', 'quick', 'hours', 'thats', 'fa', 'highly', 'professional', 'point', 'unfriendly', 'f', 'b', 'standard', 'taken', 'eaten', 'something', 'earlier', 'im', 'one', 'world', 'emerald', 'cabin', 'manager', 'greet', 'small', 'touch', 'grand', 'scheme', 'things', 'means', 'little', 'acknowledgement', 'spend', 'time', 'money', 'carrier', 'usually', 'followed', 'drink', 'two']"
607,"['austin', 'london', 'along', 'purchase', 'price', 'two', 'roundtrip', 'tickets', 'wife', 'daughter', 'ba', 'charged', 'additional', 'seat', 'reservations', 'ensure', 'sat', 'together', 'went', 'check', 'seat', 'reservations', 'directions', 'given', 'away', 'family', 'sit', 'different', 'seats', 'back', 'home', 'applied', 'refund', 'seat', 'fee', 'told', 'proof', 'paid', 'credit', 'card', 'charges', 'email', 'confirmations', 'clearly', 'stating', 'charges', 'made', 'process', 'upload', 'documents', 'ba']"
608,"['verified', 'frankfurt', 'london', 'british', 'airways', 'awful', 'airline', 'put', 'wife', 'opposite', 'ends', 'plane', 'even', 'though', 'booked', 'together', 'gave', 'middle', 'seat', 'even', 'though', 'many', 'others', 'free', 'childish', 'airline', 'charges', 'premium', 'goes', 'make', 'journey', 'difficult', 'dont', 'book', 'biz', 'class', 'avoid']"
609,"['london', 'glasgow', 'british', 'airways', 'flight', 'delayed', 'it', '’', 's', 'like', 'it', '’', 's', 'one', 'it', '’', 's', 'delayed', 'every', 'week', 'like', 'bad', 'joke', 'really', 'poor', 'yet', 'expensive', 'airline', 'wouldn', '’', 't', 'recommend', 'traveller']"
610,"['london', 'san', 'francisco', 'flight', 'delight', 'friendly', 'relaxed', 'crew', 'good', 'food', 'wine', 'main', 'deck', 'club', 'world', 'cabin', 'nearly', 'empty', 'manage', 'expectations', 'ba', 'club', 'world', 'everything', 'goes', 'shouldnt', 'disappointed', 'yes', 'rollout', 'new', 'club', 'world', 'suite', 'long', 'time', 'coming', 'however', 'food', 'service', 'improved', 'considerably', 'ba', 'trying', 'valiantly', 'regain', 'long', 'gone', 'moniker', 'worlds', 'favourite', 'airline', 'seen', 'better', 'days', 'however', 'given', 'theyre', 'removed', 'airlines', 'passenger', 'services', 'take', 'opportunity', 'fly', 'one', 'theyre', 'gone', 'im', 'gradually', 'regaining', 'confidence', 'ba']"
611,"['verified', 'heathrow', 'belfast', 'great', 'service', 'belfast', 'absolutely', 'shocking', 't', 'heathrow', 'rude', 'check', 'staff', 'told', 'print', 'boarding', 'passes', 'also', 'suitcases', 'totally', 'disgusted', 'cabin', 'crew', 'lovely', 'flight', 'belfast', 'th', 'december']"
612,"['verified', 'london', 'singapore', 'apprehensive', 'flying', 'ba', 'club', 'world', 'reading', 'many', 'negative', 'reviews', 'however', 'surprised', 'firstly', 'part', 'sq', 'qr', 'fair', 'found', 'one', 'reasonably', 'priced', 'offerings', 'get', 'pay', 'seat', 'old', 'perfectly', 'comfortable', 'plenty', 'space', 'window', 'seats', 'best', 'privacy', 'tall', 'issues', 'sleeping', 'fact', 'slept', 'almost', 'hours', 'service', 'food', 'london', 'top', 'notch', 'fresh', 'plentiful', 'welcome', 'contrast', 'tiny', 'meals', 'receive', 'qantas', 'service', 'consistent', 'polite', 'attentive', 'drinks', 'water', 'continually', 'topped', 'truly', 'impressed', 'return', 'flights', 'service', 'average', 'quite', 'sloppy', 'let', '’', 's', 'focus', 'positives']"
613,"['toulouse', 'london', 'im', 'able', 'bodied', 'fit', 'ba', 'customer', 'silver', 'member', 'seated', 'emergency', 'exit', 'seat', 'id', 'put', 'away', 'items', 'fastened', 'seatbelt', 'full', 'compliance', 'regultions', 'cabin', 'crew', 'member', 'came', 'row', 'point', 'security', 'exit', 'safety', 'card', 'listening', 'responding', 'despite', 'ordered', 'take', 'cabin', 'pressure', 'equalizers', 'called', 'earplugs', 'explained', 'needed', 'keep', 'protect', 'ears', 'doors', 'already', 'closed', 'suffer', 'ear', 'problems', 'fly', 'told', 'could', 'hear', 'perfectly', 'demonstrated', 'vocal', 'exchange', 'despite', 'kept', 'talking', 'threatened', 'remove', 'seat', 'fail', 'follow', 'order', 'begrudgingly', 'took', 'ordered', 'removed', 'seat', 'pointed', 'already', 'asked', 'speak', 'purser', 'came', 'see', 'take', 'told', 'cabin', 'crew', 'member', 'unnecessarily', 'rude', 'needed', 'customer', 'care', 'training', 'indeed', 'look', 'new', 'job', 'wrote', 'british', 'airways', 'complaint', 'even', 'bothered', 'respond', 'awful', 'rude', 'airline']"
614,"['london', 'heathrow', 'stockholm', 'business', 'class', 'shorthaul', 'seats', 'economy', 'one', 'sitting', 'middle', 'seat', 'get', 'served', 'drinks', 'food', 'proper', 'gin', 'gt', 'good', 'food']"
615,"['johannesburg', 'london', 'limited', 'recline', 'seats', 'hour', 'overnight', 'flight', 'checked', 'asked', 'told', 'good', 'seats', 'completed', 'complaint', 'asked', 'ba', 'thought', 'ok', 'come', 'representatives', 'allowed', 'lie', 'never', 'flying', 'ba']"
616,"['johannesburg', 'london', 'recently', 'refurbished', 'first', 'club', 'world', 'lounge', 'jnb', 'failed', 'resolve', 'congestion', 'passengers', 'two', 'evening', 'flights', 'lhr', 'descend', 'theres', 'table', 'space', 'eating', 'food', 'improved', 'poor', 'acoustics', 'mean', 'intrusion', 'privacy', 'crying', 'babies', 'facetime', 'calls', 'add', 'restless', 'maelstrom', 'human', 'activity', 'boarding', 'reasonably', 'quick', 'although', 'usual', 'confusion', 'group', 'queues', 'predominantly', 'young', 'mixed', 'fleet', 'crew', 'competent', 'lacked', 'finesse', 'kept', 'getting', 'drinks', 'orders', 'muddled', 'meal', 'service', 'took', 'ages', 'unidentified', 'problem', 'heating', 'main', 'course', 'food', 'wasnt', 'bad', 'finally', 'served', 'cabin', 'temperature', 'wasnt', 'hot', 'slept', 'quite', 'well', 'arrival', 'ten', 'minutes', 'ahead', 'schedule', 'baggage', 'collection', 'quick', 'overall', 'good', 'flight', 'despite', 'aged', 'club', 'world', 'product']"
